item_id,relative,line_start,line_end,historical_status,verdict,reason,current_independent_evidence,original_text
FFH-0161,findings.md,63,63,historical_requirement_or_finding,historical_only,原测试盘点是修复前基线；今天280隔离测试不回写历史数量，也不把mock与实际CLI等同。,"tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip); 历史文档叙述/收据，不等于本轮重新执行；当前版本须另验",- 缺失：Phase 2 §2.1-2.5 全部边界；真实 E2E（Phase 3/4）从零建设
FFH-0162,progress.md,3,3,historical_requirement_or_finding,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,## 2026-08-01 — Session 2：全部六个阶段实施完成
FFH-0163,progress.md,4,8,historical_requirement_or_finding,supported_scoped,所列核心请求/handle/错误修复现行代码仍存在并经隔离复跑。,"filing-fetch/scripts/filing_contracts.py:99,350; scripts/fetch_filing.py:resolve_filing/_handle_from_resolution/main; tests/contracts.stdout.txt (280 passed, 78 subtests; live excluded; symlink skip)","- **Phase 1（代码契约修复）**：validate_request 补 company_query 必填 + market 白名单；
  validate_handle 补 request_id 非空；删死常量；SUPPORTED_COMPANY_WIKI_CONTRACTS frozenset→dict 并
  实际用于 resolve/ensure schema 校验；config_error/identity_error/worker_paused 分类；
  resolve_filing 删死分支、isfinite、schema 校验、not_found/upstream_error 代码；
  main() 请求解析失败 → request_error/exit 2；subprocess 超时 → upstream_error"
FFH-0164,progress.md,9,10,historical_requirement_or_finding,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,"- **Phase 2（mock 测试扩充）**：61 → 89 测试；§2.1-2.5 全部新增（请求边界/错误分类/截止时间/
  handle 边界/CLI main）；去重 2 对、改名 1 个"
FFH-0165,progress.md,11,12,checked_complete_or_pass_claim,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,"- **Phase 3（隔离实例真实 E2E）**：tests/e2e_support/isolated_wiki.py + 13 场景全绿（~55s）；
  锁机制发现：resolve 不抢锁、ensure 的 acquisition-journal 记录抢锁；tearDown 清理重试"
FFH-0166,progress.md,13,15,checked_complete_or_pass_claim,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,"- **Phase 4（真实下载 E2E，opt-in）**：CN（宁德时代）✓、US（AMD/10-K）✓ 全链路含幂等；
  HK（腾讯）环境阻断——dayu-hkex 在 RapidOCR 初始化原生崩溃（0xC0000005，dayu-agent 项目问题）；
  修复测试钉住现实（上游无 quarantine 修复闭环，损坏字节永不外泄）"
FFH-0167,progress.md,16,17,historical_requirement_or_finding,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,"- **Phase 5（live 一致性）**：7 测试重写完成（~40s）；identify/ambiguous/ensure--entity/
  生产 round-trip/确定性；ensure 测试在锁竞争时按设计 skip"
FFH-0168,progress.md,18,20,historical_requirement_or_finding,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,"- **Phase 6（文档卫生）**：SKILL.md v1.3.0（worker_paused、退出码、路径、exchange）；
  CHANGELOG v1.3.0；.gitignore +nul；pyproject.toml（ruff/coverage）；
  全量验证：`python -m pytest tests` 113 tests OK（5 skip）、ruff clean、coverage 96%（2026-08-08）"
FFH-0169,progress.md,21,21,historical_requirement_or_finding,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,- 未提交（用户决策 D3 不提交基线）；工作区：3 个脚本/测试文件 + 3 个新测试文件 + 计划文档
FFH-0170,progress.md,22,25,checked_complete_or_pass_claim,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,"- **HK 真实下载已跑通**（2026-08-01 补做）：根因=dayu CLI 按标题推断财年（""2025 年報""→FY2025），
  请求 fiscal_year 2024 被适配器年份过滤拒绝 → discover 轮询到截止；改 fiscal_year 2025 后
  20.3s 全链路通过。**4/4 真实下载测试全绿**（CN 宁德时代 / US AMD / HK 腾讯 / 损坏拒绝），
  全程无残留进程"
FFH-0171,progress.md,26,26,historical_requirement_or_finding,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,- 遗留：live ensure 测试在生产空闲时才执行（worker 持续占用 catalog 锁，按设计 skip）
FFH-0172,progress.md,28,28,historical_requirement_or_finding,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,## 2026-09-09 深夜 — 状态核对（只读，不新增待办）
FFH-0173,progress.md,30,30,historical_requirement_or_finding,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,- 本仓 HEAD `bb8d485`，工作树干净；无未提交改动。
FFH-0174,progress.md,31,31,historical_requirement_or_finding,supported_scoped,synthetic T1范围收窄与当前harness一致；这承认了全链路未验证。,filing-fetch/tests/e2e_support/isolated_wiki.py:synthetic seeds/no-op adapters; e2e/run_companies_reuse_only_e2e.py:scope,- E2E 范围已在 `bb8d485` 明确：`e2e/E2E_DESIGN.md` 记录 harness 为 **synthetic T1 only**，不代表真实数据 E2E；真实原文/CLI/provider 层由 R4 测试矩阵（L/P/VR/AR）承接。
FFH-0175,progress.md,32,32,checked_complete_or_pass_claim,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,- CI：`quality.yml`（`config_doctor --require-revenue-config` + `$GITHUB_WORKSPACE` 符号链接）最近推送全绿；本仓不再单独维护 legacy closure 调用。
FFH-0176,progress.md,33,33,historical_requirement_or_finding,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,- 上游观测（只读）：revenue daily `20260909T210001Z` ok=true，triplet 记录 filing `bb8d485`；FC-705 门仍 false（预计 2026-09-10 22:00 后转 true），与 filing 本仓无直接动作。
FFH-0177,progress.md,34,34,historical_requirement_or_finding,historical_only,逐项是当日执行/时间/状态记录，未保留于本轮重放的原始stdout则不证明原始数量、时延或CI。真实provider矩阵不由今日mock结果替代。,历史文档叙述/收据，不等于本轮重新执行；当前版本须另验; revenue-forecast/audit_review/2026-09-18_real_company_skill_audit/runs/02–13; independent/acquisition_aftercheck.json,- 本轮未改代码/配置/任务，未下载、未跑真实 E2E、未恢复 worker。当前权威编排在 company-wiki R4 目录（见 `docs/plans/painpoint-outcome-audit-2026-09-05/current-delta-2026-09-09.md`）。
FFH-0178,PLANNING_STATUS.md,3,6,historical_requirement_or_finding,supported_scoped,pre_push_gate文件和hook wrapper存在；本轮只静态核对，未推送。,.githooks/pre-commit; tools/pre_push_gate.py; .github/workflows/quality.yml,"> **CI 推送协议（2026-09-08）**：本仓任何推送都必须走 revenue-forecast 的
> [CI 反复失败根因与根治协议](../revenue-forecast/assurance/runs/2026-09-02_remaining-gap-closure/ci_root_fix.md)：
> 先跑本仓 `python tools/pre_push_gate.py`（CI 等价面 + 安装一致性，绿才推），推送后立即自盯
> GitHub Actions 至绿；若失败面是本门漏掉的，必须同时扩展本页矩阵与该 gate，再推。"
FFH-0179,PLANNING_STATUS.md,8,8,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,> **2026-09-08 当前规划覆盖：R4**。按用户要求，整改的唯一活动编排现为[虚拟数据湖收敛计划](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/simplified-execution-plan.md)，配套[真实测试/审计矩阵](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/simplified-test-matrix.md)与[旧WP迁移表](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/r4-transition.md)。四个增量A/B/C/D及独立收入M取代旧15包/95门执行顺序；原117项、GP和原始负例保留。下方较早“15包/旧总计划为准”仅指当时交付，不再驱动执行。v5继续独占worker正式合同，仅约束对应后台能力，不阻普通本地读取。本次仅文档，没有复验源码/运行状态或授权实施；下方HEAD和daily均为历史观测，未来实施重新锁定输入。
FFH-0180,PLANNING_STATUS.md,10,10,historical_requirement_or_finding,historical_only,本项是有日期的计划路由/授权边界或他仓状态引用，不以引用者重复声明作独立实施证据；相应他仓owner逐项审。,原文链接；root inventory三仓范围；历史文档叙述/收据，不等于本轮重新执行；当前版本须另验,> **2026-09-07最新覆盖**：其他任务继续推进，wiki HEAD=d92f8bf、revenue=6682ecf、filing=89c8bdb。最新daily为20260906T210001Z、ok=false/空triplet；默认观察账本已改到wiki路径，revenue旧ledger的green不可替代。revenue旧closure工具/测试及CI step已实际删除，wiki批3延后，不能再按下方旧快照重复删除或称“只等时间”。详见[并发状态差异与未验证边界](../company-wiki/docs/plans/painpoint-outcome-audit-2026-09-05/current-delta-2026-09-07.md)；下方9/6事实保留为当时观测，相关原反证在新HEAD须独立重验。本轮仅同步文档，没有执行这些代码/删除/运行。
